role,jobTitle,location,salary
manager,Engineering Manager,Boston,148371
employee,Data Scientist,San Francisco,91191
manager,Sales Manager,Chicago,126632
employee,Data Scientist,Los Angeles,81983
employee,Account Executive,Seattle,117253
hr,Compensation Analyst,San Francisco,109647
employee,Cloud Architect,San Francisco,111513
employee,SEO Specialist,New York,146230
manager,Director of Operations,Boston,148456
employee,DevOps Engineer,Seattle,96745
hr,HR Business Partner,Los Angeles,92330
employee,Graphic Designer,Atlanta,93198
hr,Compensation Analyst,Miami,85629
employee,QA Tester,San Francisco,99259
manager,Director of Operations,Seattle,147733
employee,UI/UX Designer,Atlanta,87555
employee,Software Engineer,Denver,64770
employee,Senior Software Engineer,Chicago,74432
employee,Graphic Designer,Chicago,105700
employee,Account Executive,Boston,131184
manager,Project Manager,Austin,117226
employee,Software Engineer,Atlanta,63229
employee,DevOps Engineer,Chicago,87457
employee,Sales Development Rep,New York,122872
employee,Account Executive,Los Angeles,122159
employee,QA Tester,Austin,78659
employee,DevOps Engineer,Miami,83941
employee,Marketing Coordinator,Seattle,125696
employee,Graphic Designer,Denver,98557
employee,Graphic Designer,Los Angeles,114115
employee,QA Tester,Seattle,87502
manager,Engineering Manager,New York,159551
employee,Marketing Coordinator,New York,144329
employee,SEO Specialist,Los Angeles,137977
hr,HR Business Partner,Miami,83999
employee,QA Tester,Miami,80051
employee,QA Tester,Austin,79840
employee,SEO Specialist,Atlanta,115833
employee,Marketing Coordinator,Atlanta,108185
hr,HR Business Partner,Boston,94821
employee,DevOps Engineer,Miami,88037
manager,Director of Operations,Denver,140274
employee,Marketing Coordinator,Los Angeles,120458
employee,Sales Development Rep,New York,122940
employee,Account Executive,Los Angeles,116079
manager,Engineering Manager,Atlanta,124522
employee,Account Executive,Seattle,125261
employee,UI/UX Designer,San Francisco,116720
hr,HR Generalist,Atlanta,67028
employee,Graphic Designer,San Francisco,127144
hr,Technical Recruiter,San Francisco,97258
manager,Sales Manager,Los Angeles,137696
manager,Sales Manager,Miami,131133
manager,Product Manager,Denver,116092
employee,Sales Development Rep,Chicago,107393
employee,Account Executive,New York,128775
manager,Director of Operations,Seattle,151149
employee,Senior Software Engineer,New York,81703
employee,UI/UX Designer,Denver,94025
hr,Compensation Analyst,Boston,97775
employee,Software Engineer,Los Angeles,67929
employee,Graphic Designer,Boston,113449
employee,Data Scientist,New York,85673
employee,Graphic Designer,Denver,101850
employee,Senior Software Engineer,Boston,80147
employee,SEO Specialist,Atlanta,110147
employee,QA Tester,New York,98415
employee,Software Engineer,Denver,66609
employee,Graphic Designer,Chicago,107310
employee,Graphic Designer,Miami,100333
employee,Sales Development Rep,Chicago,107583
employee,Account Executive,San Francisco,139392
employee,Software Engineer,Miami,69627
manager,Product Manager,Denver,119503
employee,Software Engineer,Los Angeles,74689
employee,DevOps Engineer,New York,101351
employee,Data Scientist,Chicago,81840
hr,Technical Recruiter,Los Angeles,87380
employee,Graphic Designer,Seattle,111070
hr,HR Business Partner,Denver,82295
employee,Marketing Coordinator,Miami,119858
employee,DevOps Engineer,New York,103589
employee,Senior Software Engineer,Chicago,70183
employee,UI/UX Designer,New York,118442
employee,Software Engineer,Miami,64738
manager,Product Manager,Boston,143953
manager,Project Manager,Los Angeles,122411
employee,UI/UX Designer,Chicago,98797
manager,Director of Operations,San Francisco,167505
manager,Project Manager,Chicago,123553
employee,SEO Specialist,Austin,124467
employee,DevOps Engineer,San Francisco,111238
manager,Engineering Manager,Boston,148169
manager,Product Manager,Atlanta,112356
employee,Sales Development Rep,Austin,105057
hr,Technical Recruiter,Chicago,80112
hr,HR Generalist,Miami,75279
employee,Marketing Coordinator,Los Angeles,124818
employee,Data Scientist,San Francisco,93780
employee,Marketing Coordinator,New York,141384
manager,Director of Operations,Denver,137837
employee,QA Tester,Austin,84590
employee,Data Scientist,Miami,77595
manager,Director of Operations,Austin,141176
employee,SEO Specialist,New York,144598
employee,UI/UX Designer,Los Angeles,100925
employee,Data Scientist,Austin,76533
employee,Account Executive,Denver,105878
employee,UI/UX Designer,Austin,101108
hr,Technical Recruiter,Miami,76579
employee,Senior Software Engineer,San Francisco,91049
employee,UI/UX Designer,Seattle,108108
employee,Cloud Architect,San Francisco,111293
employee,Marketing Coordinator,Chicago,123108
employee,Cloud Architect,Miami,92311
hr,HR Generalist,Seattle,77483
employee,Marketing Coordinator,Chicago,119346
manager,Sales Manager,New York,155746
employee,Senior Software Engineer,Miami,70745
manager,Sales Manager,San Francisco,160863
manager,Sales Manager,New York,154210
employee,Graphic Designer,Austin,99880
employee,DevOps Engineer,Atlanta,81458
employee,QA Tester,Miami,86453
employee,Sales Development Rep,Los Angeles,111594
hr,HR Generalist,Chicago,71820
hr,Compensation Analyst,Seattle,99065
employee,Graphic Designer,Austin,105256
manager,Project Manager,Chicago,123837
employee,Account Executive,Chicago,117374
employee,Software Engineer,Miami,66416
employee,Senior Software Engineer,New York,82269
hr,HR Business Partner,Boston,94031
employee,Marketing Coordinator,Austin,121665
employee,UI/UX Designer,Denver,95675
employee,DevOps Engineer,San Francisco,110228
employee,Data Scientist,Miami,75838
employee,DevOps Engineer,Chicago,89460
employee,DevOps Engineer,Seattle,98609
employee,Account Executive,New York,133649
employee,Graphic Designer,New York,121674
employee,DevOps Engineer,Boston,95945
employee,Graphic Designer,San Francisco,130355
employee,Marketing Coordinator,Miami,114921
hr,HR Generalist,Seattle,84064
employee,Sales Development Rep,Chicago,112392
employee,DevOps Engineer,Los Angeles,94519
employee,Senior Software Engineer,Los Angeles,78773
employee,QA Tester,Los Angeles,91090
employee,Senior Software Engineer,Boston,78580
hr,HR Generalist,Chicago,76522
employee,Sales Development Rep,Miami,104524
employee,Account Executive,Austin,109472
employee,UI/UX Designer,Boston,105435
employee,Cloud Architect,Atlanta,85117
employee,Sales Development Rep,Denver,107914
employee,SEO Specialist,Denver,122967
employee,Cloud Architect,San Francisco,117758
manager,Director of Operations,Seattle,146657
employee,Software Engineer,Chicago,67262
employee,DevOps Engineer,San Francisco,110225
employee,Marketing Coordinator,Chicago,124661
employee,Marketing Coordinator,Miami,118100
employee,Data Scientist,Miami,74518
employee,Cloud Architect,Seattle,97057
employee,QA Tester,Chicago,79853
employee,Sales Development Rep,Miami,104405
employee,Account Executive,Los Angeles,117436
employee,UI/UX Designer,Boston,108559
employee,UI/UX Designer,Atlanta,92168
manager,Product Manager,Boston,141622
employee,Cloud Architect,Seattle,104745
employee,Sales Development Rep,Austin,108097
employee,UI/UX Designer,New York,112855
employee,Graphic Designer,Atlanta,91861
manager,Product Manager,Seattle,137751
employee,Data Scientist,Boston,82391
employee,SEO Specialist,Denver,117800
employee,QA Tester,New York,94463
manager,Director of Operations,Seattle,151437
employee,Graphic Designer,Seattle,111482
employee,Data Scientist,New York,87670
employee,Marketing Coordinator,Miami,118867
employee,Data Scientist,Denver,74644
employee,Senior Software Engineer,San Francisco,87708
employee,Senior Software Engineer,Austin,70164
employee,Graphic Designer,Atlanta,98297
employee,Cloud Architect,Miami,89344
manager,Sales Manager,New York,151130
employee,Software Engineer,Atlanta,59751
manager,Engineering Manager,New York,157968
employee,QA Tester,Boston,92567
employee,Marketing Coordinator,Chicago,125169
employee,Data Scientist,Boston,85519
hr,HR Generalist,Denver,69097
employee,Software Engineer,Miami,66693
employee,DevOps Engineer,Atlanta,83293
employee,SEO Specialist,Seattle,139368
employee,QA Tester,San Francisco,99319
manager,Sales Manager,Atlanta,120256
employee,Data Scientist,Los Angeles,82915
manager,Sales Manager,New York,143044
employee,Data Scientist,Chicago,79084
employee,Graphic Designer,San Francisco,126841
employee,Account Executive,San Francisco,133967
hr,Technical Recruiter,New York,90970
employee,Graphic Designer,Atlanta,98936
employee,UI/UX Designer,San Francisco,117928
employee,Marketing Coordinator,Austin,121542
employee,Software Engineer,Atlanta,59860
manager,Director of Operations,Austin,131466
manager,Product Manager,Chicago,130030
employee,Cloud Architect,Denver,94074
employee,Marketing Coordinator,Miami,122978
manager,Director of Operations,Denver,141357
employee,UI/UX Designer,Miami,101411
employee,Sales Development Rep,Atlanta,98196
employee,Graphic Designer,San Francisco,126558
employee,Data Scientist,Boston,86559
manager,Director of Operations,Seattle,152181
employee,Data Scientist,Chicago,74999
employee,Senior Software Engineer,Miami,71768
employee,QA Tester,Seattle,88789
employee,UI/UX Designer,Chicago,98204
hr,Technical Recruiter,Seattle,88481
employee,Account Executive,Denver,112414
employee,Graphic Designer,Denver,100772
employee,Software Engineer,Miami,68807
employee,UI/UX Designer,New York,111888
employee,Senior Software Engineer,San Francisco,84899
employee,Cloud Architect,Los Angeles,99422
employee,DevOps Engineer,Chicago,85397
hr,Compensation Analyst,Chicago,92261
employee,UI/UX Designer,Austin,99990
employee,Graphic Designer,Boston,114499
hr,Compensation Analyst,San Francisco,107500
employee,Marketing Coordinator,Austin,121673
employee,UI/UX Designer,Chicago,95568
employee,Account Executive,Los Angeles,115990
manager,Director of Operations,Denver,134391
employee,Cloud Architect,Boston,107379
employee,Marketing Coordinator,Atlanta,105651
employee,Senior Software Engineer,Boston,80282
employee,UI/UX Designer,Los Angeles,100078
employee,QA Tester,Boston,91727
employee,SEO Specialist,Denver,122903
employee,DevOps Engineer,Boston,96108
employee,Cloud Architect,Miami,88074
manager,Sales Manager,Miami,135121
employee,Marketing Coordinator,Los Angeles,130126
employee,Account Executive,Denver,110466
employee,Marketing Coordinator,Boston,125776
hr,Compensation Analyst,Denver,89293
employee,Marketing Coordinator,Boston,133793
employee,Sales Development Rep,San Francisco,137229
hr,Compensation Analyst,Atlanta,78748
manager,Sales Manager,Austin,122465
hr,Compensation Analyst,Miami,91245
employee,UI/UX Designer,Chicago,100447
hr,HR Business Partner,Boston,91210
employee,SEO Specialist,Los Angeles,129513
employee,DevOps Engineer,Chicago,89260
manager,Project Manager,Chicago,124497
employee,UI/UX Designer,Denver,94218
employee,QA Tester,Chicago,83186
employee,Cloud Architect,Miami,88561
manager,Project Manager,Los Angeles,132091
employee,Senior Software Engineer,Boston,78801
hr,Compensation Analyst,Chicago,86917
employee,UI/UX Designer,Seattle,107717
employee,Senior Software Engineer,Austin,71408
employee,SEO Specialist,Atlanta,114086
employee,SEO Specialist,Denver,117060
employee,QA Tester,Chicago,81582
employee,UI/UX Designer,Chicago,103806
employee,SEO Specialist,Miami,121390
employee,Software Engineer,New York,74714
manager,Engineering Manager,Miami,132913
employee,Graphic Designer,San Francisco,126603
employee,Account Executive,Seattle,125710
employee,Account Executive,Atlanta,105199
employee,Marketing Coordinator,Boston,135524
employee,DevOps Engineer,Atlanta,80372
manager,Sales Manager,Seattle,144900
manager,Product Manager,Atlanta,112074
employee,Cloud Architect,Seattle,99031
employee,Sales Development Rep,Chicago,113963
manager,Engineering Manager,San Francisco,158445
employee,UI/UX Designer,Austin,92738
employee,DevOps Engineer,Seattle,92459
employee,QA Tester,Chicago,87278
employee,Sales Development Rep,Denver,106563
employee,Graphic Designer,Austin,101747
manager,Project Manager,Denver,120395
hr,Technical Recruiter,Denver,73463
employee,Data Scientist,Atlanta,68939
employee,Marketing Coordinator,San Francisco,150460
employee,Sales Development Rep,Los Angeles,112704
employee,Software Engineer,San Francisco,78447
employee,Sales Development Rep,New York,130806
manager,Director of Operations,San Francisco,161506
employee,QA Tester,Chicago,87100
employee,Graphic Designer,Denver,99520
employee,QA Tester,Los Angeles,90182
employee,Graphic Designer,Miami,105896
manager,Engineering Manager,Seattle,140309
employee,Account Executive,Los Angeles,117865
employee,SEO Specialist,Boston,134344
employee,Data Scientist,New York,91782
employee,Senior Software Engineer,Denver,69632
employee,DevOps Engineer,Atlanta,80710
manager,Sales Manager,New York,156516
manager,Director of Operations,Miami,140787
manager,Director of Operations,Austin,131852
employee,UI/UX Designer,New York,116072
employee,Software Engineer,San Francisco,84769
employee,Account Executive,Chicago,116028
employee,Senior Software Engineer,Atlanta,64799
hr,HR Generalist,Austin,74236
employee,QA Tester,Seattle,92904
employee,QA Tester,Seattle,91118
employee,Sales Development Rep,San Francisco,134122
employee,QA Tester,San Francisco,95398
employee,Graphic Designer,Miami,100658
manager,Engineering Manager,Denver,126587
employee,SEO Specialist,Seattle,127767
employee,Account Executive,San Francisco,134730
employee,Account Executive,Boston,120885
employee,UI/UX Designer,New York,111549
employee,SEO Specialist,Los Angeles,130170
employee,Senior Software Engineer,Denver,73077
manager,Product Manager,Chicago,131655
employee,Senior Software Engineer,New York,85691
hr,HR Business Partner,Denver,84466
manager,Project Manager,Austin,117816
hr,Compensation Analyst,San Francisco,113276
hr,HR Generalist,Seattle,84207
employee,DevOps Engineer,Atlanta,81131
employee,Software Engineer,Austin,65506
employee,Sales Development Rep,Seattle,120035
employee,QA Tester,Chicago,84579
hr,Technical Recruiter,San Francisco,93682
employee,Cloud Architect,Boston,99537
employee,Software Engineer,Boston,76149
employee,Data Scientist,Seattle,79943
hr,Compensation Analyst,Denver,87709
hr,Compensation Analyst,Boston,101438
employee,Cloud Architect,Los Angeles,100088
employee,Senior Software Engineer,Atlanta,67725
employee,QA Tester,Chicago,85863
employee,DevOps Engineer,Chicago,88398
